ShipmentDetailID,ShipmentID,ProductID,ItemWeight,Quantity,TotalItemPrice,AdditionalCharges,TotalPrice
19020,6407,20,42,10,489470,428.07,489898.07
19021,6407,37,18,7,69314,350.06,69664.06
19022,6407,17,24,4,1472,397.51,1869.51
19023,6408,24,49,6,567432,217.36,567649.36
19024,6409,42,36,5,7080,412.5,7492.5
19025,6409,23,14,10,1747700,454.95,1748154.95
19026,6409,12,28,9,36630,117.88,36747.88
19027,6409,26,7,6,4932,430.68,5362.68
19028,6409,12,48,1,4070,374.15,4444.15
19029,6410,45,7,3,5367,359.18,5726.18
19030,6410,45,21,3,5367,266.21,5633.21
19031,6410,34,24,9,23175,65.21,23240.21
19032,6410,41,31,5,21255,169.22,21424.22
19033,6411,24,15,9,851148,416.93,851564.93
19034,6411,1,22,2,18198,375.08,18573.08
19035,6411,39,37,9,131508,217.55,131725.55
19036,6411,5,38,7,923027,215.46,923242.46
19037,6412,10,15,9,364941,184.17,365125.17
19038,6412,24,47,9,851148,406.07,851554.07
19039,6412,45,17,10,17890,249.76,18139.76
19040,6412,36,29,1,3679,78.23,3757.23
19041,6413,28,7,1,77921,109.69,78030.69
19042,6413,32,16,3,4542,284.4,4826.4
19043,6413,2,6,8,177408,468.78,177876.78
19044,6413,13,35,1,1071,265.89,1336.89
19045,6414,17,35,6,2208,98.81,2306.81
19046,6414,42,27,1,1416,228.23,1644.23
19047,6414,2,17,1,22176,198.12,22374.12
19048,6415,45,4,9,16101,498.27,16599.27
19049,6416,43,22,6,8604,218.67,8822.67
19050,6417,15,3,10,1910,179.12,2089.12
19051,6417,21,27,3,10035,56.77,10091.77
19052,6417,6,3,10,660200,260.35,660460.35
19053,6417,19,33,6,111864,423.79,112287.79
19054,6417,27,20,6,2208,50.04,2258.04
19055,6418,29,17,2,53208,286.86,53494.86
19056,6419,37,43,6,59412,249.95,59661.95
19057,6419,5,15,5,659305,206.99,659511.99
19058,6419,41,16,5,21255,90.58,21345.58
19059,6419,13,38,1,1071,250.47,1321.47
19060,6420,22,10,2,214596,282.54,214878.54
19061,6420,36,8,2,7358,165.94,7523.94
19062,6421,30,46,1,14841,89.98,14930.98
19063,6421,30,10,1,14841,419.77,15260.77
19064,6421,40,19,1,856,252.62,1108.62
19065,6421,27,25,1,368,317.44,685.44
19066,6421,40,19,3,2568,227.93,2795.93
19067,6422,8,43,3,7503,360.7,7863.7
19068,6423,10,31,5,202745,136.17,202881.17
19069,6423,9,45,9,39933,77.05,40010.05
19070,6423,6,8,8,528160,144.95,528304.95
19071,6423,40,32,1,856,241.18,1097.18
19072,6424,38,40,6,58770,104.43,58874.43
19073,6424,43,34,4,5736,184.14,5920.14
19074,6424,39,28,6,87672,206.19,87878.19
19075,6425,20,42,5,244735,468.44,245203.44
19076,6425,22,13,7,751086,372.9,751458.9
19077,6425,23,32,5,873850,156.25,874006.25
19078,6425,10,3,7,283843,326.26,284169.26
19079,6426,17,38,4,1472,119.76,1591.76
19080,6426,19,47,2,37288,261.51,37549.51
19081,6427,38,47,3,29385,363.35,29748.35
19082,6427,12,24,7,28490,347.5,28837.5
19083,6427,43,30,8,11472,469.09,11941.09
19084,6428,42,33,5,7080,461.19,7541.19
19085,6428,38,20,3,29385,154.04,29539.04
19086,6428,13,19,8,8568,256.91,8824.91
19087,6428,28,20,3,233763,86.08,233849.08
19088,6429,34,16,3,7725,132.81,7857.81
19089,6430,19,8,9,167796,155.96,167951.96
19090,6430,31,3,7,35910,354.86,36264.86
19091,6430,14,38,9,31608,423.03,32031.03
19092,6430,42,19,6,8496,249.17,8745.17
19093,6430,20,22,3,146841,363.15,147204.15
19094,6431,39,33,4,58448,361.52,58809.52
19095,6432,22,2,1,107298,179.59,107477.59
19096,6433,22,30,6,643788,280.79,644068.79
19097,6433,40,24,2,1712,124.43,1836.43
19098,6433,45,47,1,1789,243.57,2032.57
19099,6434,4,42,6,426822,425.59,427247.59
19100,6434,16,3,8,2584,212.74,2796.74
19101,6434,24,27,10,945720,58.39,945778.39
19102,6434,38,39,2,19590,125.26,19715.26
19103,6435,29,33,1,26604,59.53,26663.53
19104,6435,8,6,2,5002,381.66,5383.66
19105,6435,31,33,4,20520,125.02,20645.02
19106,6436,34,34,6,15450,189.88,15639.88
19107,6436,7,46,8,33448,331.23,33779.23
19108,6437,9,20,10,44370,80.32,44450.32
19109,6438,35,49,9,16146,458.27,16604.27
19110,6438,35,3,9,16146,266.98,16412.98
19111,6438,3,42,1,75143,77.57,75220.57
19112,6438,5,14,10,1318610,184.09,1318794.09
19113,6439,3,14,6,450858,222.83,451080.83
19114,6440,10,12,7,283843,72.39,283915.39
19115,6440,21,1,10,33450,355.82,33805.82
19116,6440,35,36,5,8970,361.2,9331.2
19117,6440,17,11,1,368,351.65,719.65
19118,6441,32,2,3,4542,443.92,4985.92
19119,6441,23,9,6,1048620,163.72,1048783.72
19120,6441,5,3,9,1186749,318.06,1187067.06
19121,6441,40,15,7,5992,415.0,6407.0
19122,6441,37,37,10,99020,300.2,99320.2
19123,6442,40,24,2,1712,146.07,1858.07
19124,6442,43,23,1,1434,279.6,1713.6
19125,6442,34,13,8,20600,328.66,20928.66
19126,6442,12,32,3,12210,441.39,12651.39
19127,6442,28,8,9,701289,214.71,701503.71
19128,6443,18,26,8,3696,159.3,3855.3
19129,6443,37,24,2,19804,347.31,20151.31
19130,6444,1,43,1,9099,367.75,9466.75
19131,6444,21,47,7,23415,193.3,23608.3
19132,6445,12,33,8,32560,76.03,32636.03
19133,6446,23,44,2,349540,348.11,349888.11
19134,6447,9,13,6,26622,273.6,26895.6
19135,6447,36,30,2,7358,283.67,7641.67
19136,6448,36,21,10,36790,189.84,36979.84
19137,6448,25,32,5,6595,298.42,6893.42
19138,6449,36,15,3,11037,181.41,11218.41
19139,6449,39,36,4,58448,85.83,58533.83
19140,6449,37,20,3,29706,352.44,30058.44
19141,6449,15,16,7,1337,347.12,1684.12
19142,6449,21,45,9,30105,258.82,30363.82
19143,6450,24,21,8,756576,225.41,756801.41
19144,6450,7,15,5,20905,343.38,21248.38
19145,6450,16,28,1,323,269.62,592.62
19146,6450,11,19,10,276290,246.26,276536.26
19147,6451,5,45,5,659305,127.96,659432.96
19148,6452,23,6,1,174770,273.38,175043.38
19149,6452,30,30,3,44523,354.76,44877.76
19150,6452,22,40,6,643788,467.28,644255.28
19151,6452,16,39,1,323,68.92,391.92
19152,6452,27,46,2,736,442.56,1178.56
19153,6453,23,12,4,699080,243.06,699323.06
19154,6454,31,23,5,25650,191.4,25841.4
19155,6454,19,48,3,55932,219.58,56151.58
19156,6454,32,38,5,7570,110.23,7680.23
19157,6454,24,50,1,94572,104.96,94676.96
19158,6455,17,16,8,2944,185.4,3129.4
19159,6455,39,30,3,43836,244.73,44080.73
19160,6455,3,2,10,751430,404.26,751834.26
19161,6455,37,46,7,69314,215.07,69529.07
19162,6456,20,22,8,391576,362.94,391938.94
19163,6457,39,21,5,73060,365.16,73425.16
19164,6457,45,11,10,17890,148.96,18038.96
19165,6457,43,20,6,8604,152.41,8756.41
19166,6458,38,47,2,19590,388.55,19978.55
19167,6458,33,22,6,21048,247.78,21295.78
19168,6458,28,26,9,701289,94.17,701383.17
19169,6458,6,18,8,528160,206.94,528366.94
19170,6458,34,34,3,7725,252.06,7977.06
19171,6459,19,1,10,186440,327.55,186767.55
19172,6459,29,45,10,266040,211.67,266251.67
19173,6460,27,8,6,2208,93.27,2301.27
19174,6460,9,27,7,31059,284.41,31343.41
19175,6460,43,48,7,10038,116.5,10154.5
19176,6461,43,1,9,12906,473.46,13379.46
19177,6461,19,10,1,18644,308.54,18952.54
19178,6462,15,29,9,1719,499.96,2218.96
19179,6462,25,39,4,5276,53.02,5329.02
19180,6462,38,28,4,39180,156.76,39336.76
19181,6462,45,48,5,8945,343.41,9288.41
19182,6462,45,18,10,17890,85.72,17975.72
19183,6463,42,12,9,12744,299.85,13043.85
19184,6463,43,22,3,4302,423.15,4725.15
19185,6463,3,50,2,150286,316.56,150602.56
19186,6463,12,27,7,28490,390.42,28880.42
19187,6464,16,19,8,2584,255.57,2839.57
19188,6464,1,37,5,45495,348.1,45843.1
19189,6464,13,8,8,8568,287.18,8855.18
19190,6465,10,27,10,405490,286.08,405776.08
19191,6465,30,33,4,59364,471.36,59835.36
19192,6465,15,40,1,191,449.75,640.75
19193,6466,41,5,4,17004,427.69,17431.69
19194,6467,1,21,9,81891,173.37,82064.37
19195,6467,37,29,5,49510,203.37,49713.37
19196,6468,39,7,6,87672,423.1,88095.1
19197,6468,1,49,3,27297,468.24,27765.24
19198,6469,17,47,3,1104,445.64,1549.64
19199,6470,1,36,2,18198,438.95,18636.95
19200,6470,13,16,2,2142,181.64,2323.64
19201,6470,3,28,5,375715,273.71,375988.71
19202,6471,36,37,8,29432,158.24,29590.24
19203,6471,18,32,1,462,269.15,731.15
19204,6471,2,50,6,133056,395.09,133451.09
19205,6472,42,14,5,7080,287.62,7367.62
19206,6472,6,10,5,330100,370.19,330470.19
19207,6472,12,8,8,32560,250.92,32810.92
19208,6473,43,46,8,11472,160.28,11632.28
19209,6473,10,27,4,162196,459.12,162655.12
19210,6473,31,38,10,51300,427.13,51727.13
19211,6473,9,30,1,4437,369.01,4806.01
19212,6474,13,14,1,1071,264.96,1335.96
19213,6474,12,37,9,36630,60.63,36690.63
19214,6475,24,36,5,472860,441.73,473301.73
19215,6475,21,48,7,23415,58.13,23473.13
19216,6475,34,15,2,5150,228.33,5378.33
19217,6475,17,44,2,736,371.47,1107.47
19218,6476,2,48,8,177408,197.51,177605.51
19219,6476,29,6,8,212832,142.53,212974.53
19220,6476,21,6,2,6690,485.07,7175.07
19221,6476,40,44,8,6848,177.39,7025.39
19222,6477,32,19,2,3028,300.46,3328.46
19223,6478,12,11,3,12210,282.58,12492.58
19224,6479,16,1,3,969,169.02,1138.02
19225,6479,44,39,2,2802,495.44,3297.44
19226,6479,36,14,7,25753,330.3,26083.3
19227,6479,7,8,3,12543,325.49,12868.49
19228,6479,30,45,1,14841,468.3,15309.3
19229,6480,29,45,3,79812,388.82,80200.82
19230,6480,30,8,9,133569,156.95,133725.95
19231,6481,45,45,4,7156,121.44,7277.44
19232,6481,5,3,2,263722,356.43,264078.43
19233,6482,21,33,4,13380,113.3,13493.3
19234,6483,23,36,1,174770,180.59,174950.59
19235,6483,28,46,2,155842,121.13,155963.13
19236,6484,24,9,8,756576,265.87,756841.87
19237,6484,6,3,2,132040,387.5,132427.5
19238,6484,39,43,6,87672,151.73,87823.73
19239,6485,7,19,2,8362,58.12,8420.12
19240,6485,24,46,3,283716,377.48,284093.48
19241,6485,19,46,9,167796,113.24,167909.24
19242,6485,38,37,4,39180,226.98,39406.98
19243,6486,13,16,5,5355,73.86,5428.86
19244,6486,34,42,1,2575,235.37,2810.37
19245,6486,28,31,3,233763,416.6,234179.6
19246,6486,24,34,1,94572,84.56,94656.56
19247,6487,42,50,6,8496,498.8,8994.8
19248,6487,12,27,3,12210,237.5,12447.5
19249,6487,41,48,2,8502,76.13,8578.13
19250,6487,31,13,8,41040,174.35,41214.35
19251,6488,13,31,6,6426,115.69,6541.69
19252,6488,20,18,4,195788,378.74,196166.74
19253,6488,9,47,5,22185,55.87,22240.87
19254,6488,25,33,1,1319,101.76,1420.76
19255,6489,38,19,6,58770,213.54,58983.54
19256,6489,41,10,10,42510,291.54,42801.54
19257,6490,6,41,1,66020,50.96,66070.96
19258,6490,3,16,4,300572,171.94,300743.94
19259,6490,6,33,5,330100,423.4,330523.4
19260,6490,43,23,9,12906,269.98,13175.98
19261,6491,36,16,5,18395,268.23,18663.23
19262,6491,44,23,7,9807,171.34,9978.34
19263,6492,4,18,9,640233,50.65,640283.65
19264,6492,19,40,8,149152,369.92,149521.92
19265,6492,41,33,5,21255,490.63,21745.63
19266,6492,28,35,3,233763,403.49,234166.49
19267,6492,23,21,6,1048620,124.11,1048744.11
19268,6493,29,47,3,79812,236.74,80048.74
19269,6493,3,17,2,150286,484.59,150770.59
19270,6493,8,24,6,15006,124.94,15130.94
19271,6493,23,7,1,174770,130.73,174900.73
19272,6494,5,41,3,395583,302.21,395885.21
19273,6494,8,40,7,17507,448.51,17955.51
19274,6494,20,39,6,293682,452.93,294134.93
19275,6494,5,50,8,1054888,166.9,1055054.9
19276,6495,43,15,9,12906,58.99,12964.99
19277,6495,31,40,6,30780,419.55,31199.55
19278,6495,21,5,4,13380,417.8,13797.8
19279,6495,4,49,7,497959,236.65,498195.65
19280,6495,24,37,4,378288,493.84,378781.84
19281,6496,10,40,10,405490,173.87,405663.87
19282,6496,8,29,9,22509,225.43,22734.43
19283,6496,13,34,4,4284,96.73,4380.73
19284,6496,21,23,8,26760,221.53,26981.53
19285,6497,43,37,1,1434,478.89,1912.89
19286,6497,18,11,1,462,88.1,550.1
19287,6497,4,19,10,711370,477.03,711847.03
19288,6498,1,4,9,81891,126.84,82017.84
19289,6498,3,44,10,751430,355.59,751785.59
19290,6499,9,34,3,13311,344.72,13655.72
19291,6500,25,46,4,5276,67.52,5343.52
19292,6501,32,12,6,9084,271.32,9355.32
19293,6501,1,18,1,9099,474.83,9573.83
19294,6502,35,9,9,16146,266.52,16412.52
19295,6502,25,27,7,9233,487.48,9720.48
19296,6502,19,22,3,55932,409.41,56341.41
19297,6502,7,9,2,8362,450.2,8812.2
19298,6502,40,5,2,1712,486.88,2198.88
19299,6503,7,16,8,33448,491.47,33939.47
19300,6503,43,23,7,10038,432.64,10470.64
19301,6503,24,13,6,567432,211.5,567643.5
19302,6503,25,2,4,5276,52.18,5328.18
19303,6503,40,13,6,5136,271.49,5407.49
19304,6504,28,17,9,701289,422.99,701711.99
19305,6504,32,42,9,13626,237.17,13863.17
19306,6504,8,12,10,25010,330.89,25340.89
19307,6504,38,12,9,88155,468.47,88623.47
19308,6505,3,2,9,676287,175.61,676462.61
19309,6505,13,47,6,6426,368.43,6794.43
19310,6505,37,40,3,29706,128.97,29834.97
19311,6505,35,6,9,16146,315.44,16461.44
19312,6506,8,10,7,17507,268.18,17775.18
19313,6506,24,27,4,378288,72.52,378360.52
19314,6507,18,13,9,4158,179.51,4337.51
19315,6507,14,47,4,14048,180.01,14228.01
19316,6508,8,50,10,25010,341.72,25351.72
19317,6509,39,28,5,73060,283.45,73343.45
19318,6509,6,48,10,660200,461.21,660661.21
19319,6509,11,25,7,193403,425.65,193828.65
19320,6509,22,31,8,858384,146.55,858530.55
19321,6509,31,12,2,10260,168.01,10428.01
19322,6510,19,12,8,149152,386.23,149538.23
19323,6510,8,3,2,5002,149.86,5151.86
19324,6510,15,27,2,382,136.71,518.71
19325,6510,44,45,1,1401,417.5,1818.5
19326,6511,33,14,5,17540,78.65,17618.65
19327,6511,12,16,8,32560,108.79,32668.79
19328,6511,20,1,3,146841,193.41,147034.41
19329,6511,32,9,4,6056,246.05,6302.05
19330,6512,29,41,5,133020,338.9,133358.9
19331,6512,41,40,6,25506,209.38,25715.38
19332,6512,17,11,7,2576,159.8,2735.8
19333,6512,33,35,4,14032,226.85,14258.85
19334,6512,15,7,1,191,274.3,465.3
19335,6513,18,39,2,924,134.49,1058.49
19336,6513,37,34,2,19804,206.58,20010.58
19337,6513,38,15,9,88155,295.64,88450.64
19338,6514,37,15,9,89118,222.61,89340.61
19339,6514,2,19,3,66528,275.96,66803.96
19340,6514,10,26,4,162196,473.33,162669.33
19341,6515,44,29,8,11208,168.04,11376.04
19342,6516,45,12,7,12523,450.22,12973.22
19343,6517,30,28,7,103887,101.02,103988.02
19344,6517,24,1,9,851148,181.59,851329.59
19345,6517,40,48,8,6848,306.8,7154.8
19346,6518,41,11,10,42510,190.02,42700.02
19347,6518,3,3,5,375715,456.86,376171.86
19348,6519,26,29,4,3288,156.04,3444.04
19349,6519,10,31,3,121647,105.94,121752.94
19350,6519,28,42,3,233763,309.27,234072.27
19351,6519,43,20,9,12906,178.55,13084.55
19352,6519,9,44,5,22185,318.42,22503.42
19353,6520,11,9,7,193403,191.98,193594.98
19354,6520,41,49,1,4251,349.67,4600.67
19355,6520,1,11,7,63693,374.49,64067.49
19356,6521,39,38,7,102284,227.19,102511.19
19357,6521,44,10,3,4203,76.24,4279.24
19358,6521,34,20,2,5150,87.71,5237.71
19359,6521,3,21,1,75143,116.31,75259.31
19360,6522,24,22,4,378288,398.58,378686.58
19361,6522,32,17,10,15140,104.46,15244.46
19362,6522,11,7,3,82887,260.54,83147.54
19363,6522,26,17,7,5754,248.9,6002.9
19364,6523,17,7,6,2208,476.39,2684.39
19365,6523,14,19,6,21072,79.59,21151.59
19366,6523,26,14,1,822,169.61,991.61
19367,6524,19,1,3,55932,318.1,56250.1
19368,6524,17,7,3,1104,232.0,1336.0
19369,6524,28,8,6,467526,246.47,467772.47
19370,6525,15,26,10,1910,141.91,2051.91
19371,6526,27,48,4,1472,85.53,1557.53
19372,6526,36,10,9,33111,431.33,33542.33
19373,6526,3,12,1,75143,245.31,75388.31
19374,6527,31,1,2,10260,57.45,10317.45
19375,6527,3,47,8,601144,304.35,601448.35
19376,6527,40,26,1,856,173.2,1029.2
19377,6528,3,29,7,526001,240.22,526241.22
19378,6528,16,32,5,1615,451.54,2066.54
19379,6528,37,40,6,59412,468.23,59880.23
19380,6528,26,17,10,8220,113.29,8333.29
19381,6529,36,22,9,33111,321.96,33432.96
19382,6529,17,33,7,2576,346.0,2922.0
19383,6529,32,44,1,1514,128.53,1642.53
19384,6530,21,31,4,13380,356.33,13736.33
19385,6530,20,33,7,342629,385.35,343014.35
19386,6530,24,20,4,378288,270.12,378558.12
19387,6530,15,23,3,573,491.84,1064.84
19388,6531,31,30,10,51300,408.12,51708.12
19389,6532,29,24,1,26604,337.74,26941.74
19390,6532,13,9,1,1071,431.89,1502.89
19391,6533,6,30,7,462140,476.64,462616.64
19392,6533,19,1,10,186440,474.2,186914.2
19393,6533,31,18,6,30780,298.79,31078.79
19394,6533,30,44,3,44523,380.03,44903.03
19395,6534,11,38,7,193403,370.38,193773.38
19396,6534,35,43,8,14352,77.42,14429.42
19397,6534,1,45,1,9099,289.2,9388.2
19398,6534,24,36,2,189144,87.99,189231.99
19399,6535,13,48,8,8568,429.17,8997.17
19400,6535,36,35,1,3679,125.73,3804.73
19401,6535,21,37,7,23415,340.0,23755.0
19402,6535,17,20,2,736,132.23,868.23
19403,6536,45,14,1,1789,358.78,2147.78
19404,6536,45,11,10,17890,334.76,18224.76
19405,6536,18,34,4,1848,98.62,1946.62
19406,6536,27,24,10,3680,251.13,3931.13
19407,6537,33,4,9,31572,350.05,31922.05
19408,6537,32,34,7,10598,136.46,10734.46
19409,6537,25,29,9,11871,304.47,12175.47
19410,6537,26,50,10,8220,71.51,8291.51
19411,6538,23,22,5,873850,124.64,873974.64
19412,6538,4,25,5,355685,439.8,356124.8
19413,6538,34,45,1,2575,217.03,2792.03
19414,6538,24,18,8,756576,147.06,756723.06
19415,6538,10,8,2,81098,394.45,81492.45
19416,6539,22,38,5,536490,330.58,536820.58
19417,6539,38,14,5,48975,288.06,49263.06
19418,6539,28,20,6,467526,131.05,467657.05
19419,6539,8,49,8,20008,247.03,20255.03
19420,6540,22,9,4,429192,125.32,429317.32
19421,6541,8,6,10,25010,89.26,25099.26
19422,6541,8,19,6,15006,256.48,15262.48
19423,6541,35,29,8,14352,157.34,14509.34
19424,6541,10,44,1,40549,270.46,40819.46
19425,6541,15,9,8,1528,194.98,1722.98
19426,6542,11,48,8,221032,315.16,221347.16
19427,6542,18,29,8,3696,264.71,3960.71
19428,6542,14,24,7,24584,278.7,24862.7
19429,6542,11,4,5,138145,144.11,138289.11
19430,6543,16,44,3,969,132.98,1101.98
19431,6543,31,43,3,15390,416.57,15806.57
19432,6543,17,40,6,2208,327.58,2535.58
19433,6543,44,24,8,11208,75.92,11283.92
19434,6544,43,24,3,4302,441.36,4743.36
19435,6544,41,13,1,4251,380.64,4631.64
19436,6544,9,33,9,39933,364.2,40297.2
19437,6544,22,7,2,214596,124.99,214720.99
19438,6544,44,47,10,14010,281.56,14291.56
19439,6545,1,45,6,54594,447.26,55041.26
19440,6545,45,16,8,14312,391.9,14703.9
19441,6545,2,25,8,177408,320.76,177728.76
19442,6546,44,15,10,14010,221.67,14231.67
19443,6546,16,49,9,2907,104.24,3011.24
19444,6546,24,4,10,945720,105.63,945825.63
19445,6546,25,10,2,2638,330.38,2968.38
19446,6546,35,17,2,3588,290.83,3878.83
19447,6547,13,30,2,2142,105.39,2247.39
19448,6547,6,13,7,462140,242.75,462382.75
19449,6547,13,45,6,6426,406.57,6832.57
19450,6547,30,36,6,89046,408.68,89454.68
19451,6547,31,27,4,20520,212.87,20732.87
19452,6548,42,24,10,14160,92.42,14252.42
19453,6548,1,2,7,63693,404.81,64097.81
19454,6549,19,31,7,130508,302.19,130810.19
19455,6549,11,29,10,276290,469.39,276759.39
19456,6549,15,35,10,1910,84.66,1994.66
19457,6550,34,2,5,12875,498.9,13373.9
19458,6551,39,50,2,29224,485.62,29709.62
19459,6552,17,15,3,1104,224.95,1328.95
19460,6552,27,8,9,3312,209.66,3521.66
19461,6552,23,4,9,1572930,110.97,1573040.97
19462,6552,27,3,7,2576,162.7,2738.7
19463,6553,28,37,6,467526,358.45,467884.45
19464,6553,35,17,7,12558,248.68,12806.68
19465,6553,14,30,1,3512,350.25,3862.25
19466,6553,27,6,1,368,155.32,523.32
19467,6553,39,35,9,131508,90.21,131598.21
19468,6554,3,7,5,375715,370.27,376085.27
19469,6554,37,18,1,9902,332.99,10234.99
19470,6554,3,3,1,75143,414.91,75557.91
19471,6554,31,17,3,15390,414.43,15804.43
19472,6554,29,38,7,186228,78.51,186306.51
19473,6555,31,4,10,51300,220.08,51520.08
19474,6555,44,34,8,11208,155.78,11363.78
19475,6556,8,35,7,17507,308.24,17815.24
19476,6556,3,49,9,676287,418.17,676705.17
19477,6556,10,3,3,121647,73.53,121720.53
19478,6556,9,12,5,22185,187.52,22372.52
19479,6556,17,36,5,1840,262.15,2102.15
19480,6557,22,22,6,643788,139.51,643927.51
19481,6558,44,16,3,4203,205.91,4408.91
19482,6558,21,50,7,23415,482.29,23897.29
19483,6558,17,32,7,2576,88.25,2664.25
19484,6558,9,37,4,17748,79.22,17827.22
19485,6559,20,24,8,391576,205.53,391781.53
19486,6559,23,3,6,1048620,53.15,1048673.15
19487,6559,10,38,5,202745,119.43,202864.43
19488,6559,15,19,9,1719,326.84,2045.84
19489,6559,37,42,3,29706,225.9,29931.9
19490,6560,23,6,2,349540,407.25,349947.25
19491,6560,9,19,4,17748,258.26,18006.26
19492,6560,28,48,8,623368,282.24,623650.24
19493,6560,10,34,4,162196,123.58,162319.58
19494,6561,38,50,6,58770,498.98,59268.98
19495,6561,31,1,4,20520,425.84,20945.84
19496,6562,27,28,4,1472,170.84,1642.84
19497,6563,39,32,6,87672,192.63,87864.63
19498,6563,27,46,3,1104,475.81,1579.81
19499,6563,40,31,9,7704,215.93,7919.93
19500,6563,11,34,2,55258,286.58,55544.58
19501,6563,30,33,6,89046,295.34,89341.34
19502,6564,42,19,8,11328,307.98,11635.98
19503,6565,20,23,2,97894,71.45,97965.45
19504,6565,43,8,8,11472,261.66,11733.66
19505,6565,18,16,4,1848,367.6,2215.6
19506,6565,9,12,5,22185,190.42,22375.42
19507,6566,15,49,9,1719,241.29,1960.29
19508,6566,22,9,10,1072980,304.95,1073284.95
19509,6566,29,13,7,186228,385.3,186613.3
19510,6566,20,42,5,244735,109.59,244844.59
19511,6566,44,2,2,2802,385.82,3187.82
19512,6567,36,4,3,11037,420.3,11457.3
19513,6567,41,10,10,42510,298.41,42808.41
19514,6568,37,5,6,59412,121.69,59533.69
19515,6569,41,15,2,8502,306.4,8808.4
19516,6569,35,29,6,10764,487.35,11251.35
19517,6570,16,45,10,3230,185.16,3415.16
19518,6570,4,9,6,426822,227.51,427049.51
19519,6570,29,18,7,186228,234.86,186462.86
19520,6570,2,25,5,110880,230.46,111110.46
19521,6571,16,44,5,1615,147.04,1762.04
19522,6571,19,46,2,37288,128.49,37416.49
19523,6571,7,28,2,8362,321.55,8683.55
19524,6571,30,27,8,118728,126.36,118854.36
19525,6571,41,30,8,34008,408.51,34416.51
19526,6572,8,43,7,17507,338.06,17845.06
19527,6572,29,49,1,26604,390.11,26994.11
19528,6572,38,30,2,19590,225.58,19815.58
19529,6572,38,48,6,58770,349.26,59119.26
19530,6572,1,43,10,90990,104.28,91094.28
19531,6573,21,43,2,6690,265.34,6955.34
19532,6573,9,2,1,4437,112.92,4549.92
19533,6574,4,10,8,569096,95.75,569191.75
19534,6575,36,42,6,22074,448.14,22522.14
19535,6575,33,21,3,10524,97.0,10621.0
19536,6575,22,20,2,214596,264.61,214860.61
19537,6575,42,25,6,8496,485.18,8981.18
19538,6575,8,50,4,10004,454.26,10458.26
19539,6576,22,14,3,321894,494.81,322388.81
19540,6576,34,6,6,15450,310.37,15760.37
19541,6577,23,7,1,174770,151.27,174921.27
19542,6577,31,47,8,41040,81.06,41121.06
19543,6577,25,34,3,3957,224.73,4181.73
19544,6577,36,38,8,29432,258.72,29690.72
19545,6578,39,22,3,43836,259.09,44095.09
19546,6578,15,45,5,955,286.27,1241.27
19547,6578,41,47,10,42510,283.76,42793.76
19548,6579,38,21,7,68565,288.09,68853.09
19549,6579,26,15,5,4110,186.47,4296.47
19550,6580,35,5,2,3588,102.76,3690.76
19551,6580,15,42,10,1910,101.41,2011.41
19552,6581,15,48,5,955,90.32,1045.32
19553,6582,23,36,4,699080,416.75,699496.75
19554,6583,2,6,2,44352,392.96,44744.96
19555,6583,4,35,8,569096,314.58,569410.58
19556,6583,11,18,10,276290,157.91,276447.91
19557,6583,44,42,6,8406,366.01,8772.01
19558,6584,35,16,9,16146,195.26,16341.26
19559,6584,5,12,4,527444,265.34,527709.34
19560,6584,22,45,8,858384,369.12,858753.12
19561,6584,24,19,10,945720,135.78,945855.78
19562,6585,43,49,6,8604,250.02,8854.02
19563,6585,17,46,5,1840,132.6,1972.6
19564,6585,20,20,1,48947,402.94,49349.94
19565,6585,3,31,5,375715,151.96,375866.96
19566,6586,42,28,10,14160,335.47,14495.47
19567,6586,17,4,6,2208,417.31,2625.31
19568,6587,11,3,2,55258,187.8,55445.8
19569,6587,26,4,5,4110,200.63,4310.63
19570,6587,14,42,1,3512,283.75,3795.75
19571,6587,30,27,4,59364,461.03,59825.03
19572,6587,45,27,1,1789,233.09,2022.09
19573,6588,14,27,8,28096,416.8,28512.8
19574,6589,43,18,10,14340,238.31,14578.31
19575,6589,2,1,6,133056,62.38,133118.38
19576,6589,1,37,4,36396,109.05,36505.05
19577,6589,44,32,1,1401,138.68,1539.68
19578,6590,15,26,1,191,272.76,463.76
19579,6590,41,49,1,4251,428.91,4679.91
19580,6590,12,33,9,36630,317.99,36947.99
19581,6591,13,2,2,2142,397.93,2539.93
19582,6592,41,32,1,4251,290.58,4541.58
19583,6592,40,27,1,856,223.19,1079.19
19584,6592,17,40,5,1840,457.26,2297.26
19585,6592,18,46,6,2772,488.08,3260.08
19586,6593,20,49,3,146841,166.92,147007.92
19587,6593,24,42,6,567432,349.57,567781.57
19588,6594,33,4,2,7016,262.77,7278.77
19589,6594,7,1,2,8362,488.0,8850.0
19590,6594,35,22,9,16146,373.31,16519.31
19591,6595,19,4,2,37288,74.76,37362.76
19592,6595,42,44,6,8496,95.36,8591.36
19593,6595,43,18,4,5736,490.62,6226.62
19594,6595,34,42,7,18025,342.93,18367.93
19595,6595,43,12,7,10038,114.59,10152.59
19596,6596,39,12,2,29224,221.49,29445.49
19597,6596,38,30,5,48975,268.09,49243.09
19598,6597,42,3,3,4248,215.88,4463.88
19599,6597,34,48,10,25750,327.44,26077.44
19600,6597,15,1,6,1146,194.0,1340.0
