WeatherTrafficID,LocationID,WeatherCondition,TrafficCondition,RecordedDateTime
4123,10,Rainy,Light,2023-03-29 19:05:00
4124,5,Rainy,Heavy,2022-02-16 10:10:00
4125,13,Snowy,Light,2024-01-03 08:42:00
4126,5,Snowy,Heavy,2023-04-25 06:03:00
4127,6,Snowy,Moderate,2024-03-26 10:43:00
4128,13,Snowy,Light,2022-03-31 17:53:00
4129,4,Foggy,Heavy,2023-11-18 01:57:00
4130,9,Rainy,Moderate,2022-10-05 07:51:00
4131,6,Rainy,Heavy,2024-12-04 05:19:00
4132,5,Windy,Moderate,2024-09-09 18:55:00
4133,12,Foggy,Light,2024-04-08 06:43:00
4134,13,Snowy,Light,2024-07-03 12:39:00
4135,10,Snowy,Heavy,2023-10-21 12:07:00
4136,10,Foggy,Moderate,2022-02-26 07:27:00
4137,11,Clear,Heavy,2023-04-12 13:28:00
4138,8,Snowy,Light,2024-03-18 19:03:00
4139,2,Rainy,Heavy,2022-07-09 21:59:00
4140,2,Windy,Heavy,2023-02-12 14:02:00
4141,3,Windy,Light,2023-02-12 16:51:00
4142,14,Windy,Heavy,2022-09-20 11:45:00
4143,11,Foggy,Light,2024-04-05 23:47:00
4144,1,Foggy,Moderate,2024-04-29 22:48:00
4145,1,Snowy,Moderate,2023-04-30 19:53:00
4146,3,Rainy,Moderate,2022-06-04 07:11:00
4147,15,Windy,Heavy,2024-06-15 19:20:00
4148,9,Foggy,Light,2023-10-03 13:06:00
4149,13,Rainy,Moderate,2022-08-11 10:35:00
4150,8,Windy,Light,2024-06-29 13:22:00
4151,6,Clear,Heavy,2022-12-31 02:05:00
4152,4,Clear,Heavy,2022-06-21 17:34:00
4153,7,Foggy,Light,2024-03-25 16:45:00
4154,11,Foggy,Heavy,2022-12-21 16:05:00
4155,11,Windy,Heavy,2024-10-12 21:38:00
4156,7,Windy,Light,2023-01-24 07:36:00
4157,13,Clear,Light,2022-04-29 01:46:00
4158,9,Rainy,Heavy,2024-10-25 10:55:00
4159,14,Clear,Heavy,2024-06-20 01:28:00
4160,13,Rainy,Moderate,2024-05-25 20:07:00
4161,1,Windy,Heavy,2023-04-24 11:58:00
4162,15,Windy,Light,2023-08-18 13:57:00
4163,9,Foggy,Light,2023-01-10 12:53:00
4164,10,Clear,Light,2023-04-12 18:07:00
4165,11,Rainy,Light,2023-07-08 11:25:00
4166,6,Foggy,Heavy,2023-04-27 09:24:00
4167,7,Rainy,Light,2022-08-29 09:26:00
4168,5,Clear,Light,2023-01-30 22:11:00
4169,10,Clear,Moderate,2024-05-26 04:03:00
4170,2,Clear,Light,2022-03-05 19:43:00
4171,10,Clear,Heavy,2023-11-21 22:56:00
4172,3,Clear,Moderate,2023-01-16 23:35:00
4173,3,Rainy,Heavy,2022-11-17 01:29:00
4174,6,Windy,Light,2023-02-01 01:37:00
4175,3,Foggy,Light,2021-12-26 08:25:00
4176,14,Snowy,Light,2022-07-24 15:00:00
4177,9,Foggy,Moderate,2023-06-27 20:40:00
4178,4,Windy,Light,2023-03-22 07:49:00
4179,11,Snowy,Moderate,2024-11-20 11:00:00
4180,4,Snowy,Moderate,2022-09-20 08:16:00
4181,14,Windy,Moderate,2023-06-03 18:05:00
4182,7,Rainy,Light,2024-03-13 01:37:00
4183,12,Clear,Heavy,2022-07-09 04:18:00
4184,11,Windy,Light,2023-09-03 03:16:00
4185,10,Rainy,Light,2024-02-08 08:57:00
4186,11,Foggy,Heavy,2023-07-14 14:17:00
4187,15,Foggy,Light,2024-08-13 09:48:00
4188,1,Snowy,Light,2022-03-11 19:01:00
4189,8,Snowy,Moderate,2023-09-16 17:57:00
4190,2,Snowy,Light,2022-11-04 16:47:00
4191,10,Foggy,Heavy,2022-04-08 17:27:00
4192,9,Snowy,Moderate,2023-09-25 09:51:00
4193,9,Foggy,Light,2023-06-21 02:43:00
4194,11,Foggy,Light,2024-08-15 16:14:00
4195,15,Snowy,Heavy,2024-08-27 12:55:00
4196,3,Clear,Heavy,2022-06-12 02:40:00
4197,2,Foggy,Heavy,2023-08-29 18:44:00
4198,7,Windy,Moderate,2022-01-22 07:52:00
4199,13,Rainy,Heavy,2023-06-15 13:25:00
4200,10,Snowy,Light,2023-12-25 02:27:00
4201,2,Foggy,Moderate,2023-01-10 18:36:00
4202,13,Rainy,Light,2024-05-08 00:30:00
4203,1,Clear,Light,2024-06-01 18:38:00
4204,13,Clear,Light,2024-03-01 00:38:00
4205,11,Foggy,Heavy,2024-01-01 04:57:00
4206,11,Snowy,Heavy,2024-06-20 01:09:00
4207,8,Foggy,Moderate,2024-07-25 01:20:00
4208,1,Foggy,Heavy,2024-07-10 04:08:00
4209,1,Clear,Moderate,2023-01-11 09:45:00
4210,13,Clear,Moderate,2022-07-06 02:47:00
4211,10,Rainy,Heavy,2024-03-02 07:06:00
4212,12,Foggy,Light,2023-03-27 07:55:00
4213,3,Clear,Light,2024-08-11 08:46:00
4214,14,Windy,Light,2024-05-18 22:42:00
4215,11,Rainy,Light,2022-03-19 19:38:00
4216,8,Rainy,Light,2023-10-11 19:19:00
4217,11,Snowy,Heavy,2024-10-05 21:52:00
4218,1,Clear,Light,2023-11-20 14:15:00
4219,9,Foggy,Moderate,2024-01-20 16:00:00
4220,12,Snowy,Heavy,2024-05-08 21:13:00
4221,12,Snowy,Heavy,2022-11-02 08:36:00
4222,13,Clear,Heavy,2024-05-03 14:15:00
4223,3,Clear,Light,2023-05-17 04:20:00
4224,12,Snowy,Moderate,2022-07-11 07:30:00
4225,9,Snowy,Moderate,2024-07-12 07:08:00
4226,12,Clear,Light,2022-03-09 05:23:00
4227,6,Snowy,Light,2023-10-24 12:20:00
4228,13,Rainy,Heavy,2024-11-04 11:06:00
4229,11,Clear,Light,2022-10-03 03:58:00
4230,4,Foggy,Light,2022-07-31 05:35:00
4231,2,Windy,Heavy,2023-09-26 11:57:00
4232,8,Clear,Heavy,2024-06-22 12:14:00
4233,10,Rainy,Light,2023-02-11 19:15:00
4234,13,Foggy,Heavy,2022-01-02 08:08:00
4235,4,Windy,Light,2022-08-01 13:54:00
4236,4,Snowy,Moderate,2023-06-16 17:23:00
4237,8,Rainy,Light,2023-11-30 15:55:00
4238,7,Snowy,Moderate,2024-05-13 00:14:00
4239,4,Clear,Light,2023-03-03 22:48:00
4240,1,Snowy,Heavy,2022-10-03 15:46:00
4241,3,Rainy,Moderate,2022-05-18 17:24:00
4242,1,Rainy,Moderate,2022-03-28 19:25:00
4243,4,Rainy,Light,2022-12-26 17:26:00
4244,14,Rainy,Moderate,2024-05-12 22:54:00
4245,1,Snowy,Moderate,2024-07-07 04:19:00
4246,1,Clear,Heavy,2023-06-08 23:38:00
4247,15,Clear,Light,2023-10-18 16:44:00
4248,15,Foggy,Light,2023-01-23 05:09:00
4249,6,Foggy,Light,2024-03-20 00:58:00
4250,14,Clear,Light,2022-01-18 23:46:00
4251,15,Rainy,Moderate,2024-05-13 19:02:00
4252,3,Rainy,Heavy,2023-05-04 07:32:00
4253,2,Foggy,Moderate,2023-06-12 02:20:00
4254,5,Windy,Heavy,2024-02-29 19:25:00
4255,13,Clear,Light,2022-03-09 07:32:00
4256,2,Windy,Heavy,2023-02-05 18:13:00
4257,7,Rainy,Moderate,2024-06-20 12:59:00
4258,9,Windy,Heavy,2023-02-10 01:01:00
4259,10,Windy,Moderate,2023-01-01 10:32:00
4260,8,Rainy,Light,2023-04-04 21:36:00
4261,5,Foggy,Heavy,2022-04-28 03:01:00
4262,3,Windy,Moderate,2022-02-06 21:55:00
4263,9,Foggy,Light,2023-04-17 23:22:00
4264,15,Rainy,Moderate,2022-08-21 15:27:00
4265,7,Foggy,Heavy,2023-08-09 22:28:00
4266,7,Foggy,Light,2023-06-01 21:19:00
4267,11,Foggy,Moderate,2024-11-14 19:52:00
4268,4,Clear,Heavy,2023-08-30 00:07:00
4269,7,Foggy,Moderate,2024-01-08 04:20:00
4270,7,Snowy,Moderate,2022-11-24 09:06:00
4271,5,Rainy,Heavy,2023-02-08 22:40:00
4272,12,Clear,Heavy,2022-12-03 08:53:00
4273,10,Foggy,Heavy,2022-09-10 22:04:00
4274,11,Foggy,Heavy,2022-03-23 17:38:00
4275,4,Foggy,Moderate,2022-10-14 17:29:00
4276,10,Windy,Heavy,2023-06-06 13:11:00
4277,11,Clear,Light,2023-08-25 08:23:00
4278,1,Foggy,Moderate,2024-01-28 23:58:00
4279,12,Snowy,Heavy,2022-04-26 07:16:00
4280,7,Windy,Heavy,2024-09-26 18:37:00
4281,6,Rainy,Moderate,2022-05-26 09:43:00
4282,10,Windy,Light,2024-10-29 18:11:00
4283,7,Rainy,Heavy,2024-04-20 13:28:00
4284,1,Foggy,Moderate,2024-10-30 15:37:00
4285,6,Windy,Moderate,2023-10-21 19:04:00
4286,14,Foggy,Heavy,2024-09-18 17:24:00
4287,10,Windy,Light,2022-08-04 13:24:00
4288,3,Snowy,Moderate,2023-06-18 05:57:00
4289,3,Rainy,Heavy,2024-05-08 01:55:00
4290,3,Foggy,Light,2024-05-31 00:35:00
4291,7,Rainy,Moderate,2024-08-30 04:28:00
4292,8,Windy,Heavy,2023-06-05 08:54:00
4293,3,Clear,Heavy,2024-09-05 13:30:00
4294,2,Windy,Heavy,2022-08-31 13:01:00
4295,7,Windy,Moderate,2022-08-19 13:30:00
4296,2,Rainy,Light,2024-03-12 04:47:00
4297,3,Foggy,Light,2023-12-26 21:38:00
4298,1,Clear,Moderate,2022-03-11 07:59:00
4299,6,Windy,Moderate,2024-03-16 23:58:00
4300,2,Windy,Moderate,2024-05-22 19:48:00
4301,5,Clear,Heavy,2023-09-04 11:55:00
4302,10,Snowy,Light,2024-05-03 19:56:00
4303,7,Snowy,Moderate,2023-10-14 09:32:00
4304,1,Clear,Light,2024-02-02 22:25:00
4305,9,Clear,Heavy,2022-08-06 15:45:00
4306,2,Rainy,Heavy,2022-06-25 23:05:00
4307,13,Clear,Heavy,2024-12-02 10:44:00
4308,7,Foggy,Light,2022-02-11 01:19:00
4309,12,Rainy,Moderate,2022-10-31 14:36:00
4310,1,Windy,Light,2023-04-24 09:29:00
4311,7,Windy,Light,2024-01-24 15:01:00
4312,14,Rainy,Heavy,2022-01-02 00:13:00
4313,5,Rainy,Light,2023-06-26 22:08:00
4314,14,Snowy,Moderate,2023-07-01 20:57:00
4315,13,Rainy,Heavy,2024-02-10 02:34:00
4316,4,Snowy,Light,2024-09-21 07:10:00
4317,8,Clear,Light,2023-02-19 15:54:00
4318,15,Windy,Light,2023-01-17 19:09:00
4319,1,Snowy,Heavy,2022-02-10 17:33:00
4320,6,Clear,Moderate,2023-05-29 05:39:00
4321,8,Foggy,Light,2022-01-30 10:31:00
4322,6,Windy,Light,2023-01-24 05:46:00
4323,14,Rainy,Moderate,2024-03-26 02:37:00
4324,14,Foggy,Light,2024-07-06 09:11:00
4325,6,Foggy,Light,2024-10-28 19:00:00
4326,12,Clear,Heavy,2024-11-16 00:24:00
4327,9,Foggy,Light,2022-12-19 04:54:00
4328,8,Foggy,Light,2023-01-30 22:05:00
4329,6,Clear,Heavy,2023-11-28 17:54:00
4330,4,Windy,Heavy,2022-03-20 16:52:00
4331,12,Foggy,Moderate,2022-04-03 02:39:00
4332,5,Foggy,Light,2024-06-17 12:51:00
4333,6,Foggy,Moderate,2023-11-20 18:01:00
4334,8,Windy,Heavy,2022-06-01 20:30:00
4335,5,Clear,Heavy,2024-05-05 01:47:00
4336,7,Foggy,Light,2023-08-21 11:22:00
4337,14,Rainy,Moderate,2024-07-22 20:27:00
4338,1,Windy,Heavy,2024-05-28 01:48:00
4339,3,Rainy,Light,2022-08-16 06:02:00
4340,9,Windy,Light,2024-05-14 22:27:00
4341,1,Clear,Light,2023-03-27 11:59:00
4342,12,Snowy,Moderate,2023-10-21 09:28:00
4343,4,Snowy,Moderate,2024-02-28 15:22:00
4344,11,Snowy,Light,2024-01-14 16:51:00
4345,8,Rainy,Moderate,2023-09-21 09:15:00
4346,2,Snowy,Heavy,2023-11-07 11:08:00
4347,14,Snowy,Light,2022-02-13 04:44:00
4348,12,Foggy,Moderate,2023-07-22 21:20:00
4349,15,Rainy,Heavy,2023-11-11 21:15:00
4350,12,Snowy,Heavy,2022-01-31 04:08:00
4351,11,Clear,Moderate,2024-07-21 06:47:00
4352,5,Clear,Moderate,2024-01-26 13:41:00
4353,1,Clear,Moderate,2023-04-04 03:41:00
4354,3,Snowy,Moderate,2023-04-02 13:27:00
4355,5,Snowy,Heavy,2024-05-28 06:14:00
4356,1,Foggy,Heavy,2023-09-15 20:57:00
4357,8,Clear,Light,2023-08-01 23:16:00
4358,6,Clear,Moderate,2024-07-07 08:41:00
4359,15,Snowy,Light,2024-09-22 16:51:00
4360,5,Windy,Light,2024-11-17 08:21:00
4361,13,Rainy,Light,2023-08-31 20:21:00
4362,2,Windy,Heavy,2023-02-11 04:30:00
4363,14,Foggy,Moderate,2022-10-17 17:53:00
4364,15,Windy,Moderate,2022-08-12 05:52:00
4365,3,Foggy,Light,2024-12-18 13:30:00
4366,13,Rainy,Heavy,2022-09-15 15:00:00
4367,8,Snowy,Moderate,2022-06-23 19:58:00
4368,3,Snowy,Heavy,2024-08-20 12:52:00
4369,2,Snowy,Moderate,2022-12-01 19:56:00
4370,6,Windy,Light,2024-08-06 18:41:00
4371,4,Windy,Light,2024-10-20 12:59:00
4372,4,Foggy,Heavy,2024-10-10 16:49:00
4373,5,Windy,Moderate,2024-10-26 02:16:00
4374,11,Clear,Heavy,2024-01-18 10:08:00
4375,7,Foggy,Light,2023-03-22 06:47:00
4376,11,Windy,Heavy,2024-01-24 08:33:00
4377,7,Windy,Light,2023-10-08 05:24:00
4378,14,Snowy,Light,2022-04-02 11:36:00
4379,11,Snowy,Moderate,2022-05-01 21:40:00
4380,9,Rainy,Light,2023-12-24 11:54:00
4381,12,Snowy,Light,2024-08-23 19:51:00
4382,2,Windy,Heavy,2024-08-24 14:34:00
4383,9,Rainy,Moderate,2024-06-01 19:06:00
4384,2,Clear,Moderate,2022-01-31 21:13:00
4385,4,Rainy,Heavy,2024-07-07 02:39:00
4386,14,Windy,Moderate,2023-05-18 02:23:00
4387,1,Clear,Light,2022-06-24 09:51:00
4388,8,Snowy,Light,2022-07-21 02:29:00
4389,3,Windy,Light,2024-11-17 01:18:00
4390,12,Snowy,Moderate,2022-06-17 02:02:00
4391,12,Clear,Heavy,2024-11-21 08:52:00
4392,10,Snowy,Moderate,2024-09-28 15:20:00
4393,5,Snowy,Light,2023-04-24 22:16:00
4394,3,Snowy,Light,2022-08-07 05:14:00
4395,5,Rainy,Heavy,2024-10-10 01:10:00
4396,7,Rainy,Light,2023-11-14 23:36:00
4397,7,Rainy,Moderate,2023-01-17 13:30:00
4398,12,Rainy,Moderate,2023-07-13 22:34:00
4399,12,Foggy,Heavy,2023-06-04 19:00:00
4400,14,Rainy,Heavy,2023-07-16 03:07:00
4401,10,Snowy,Moderate,2024-12-01 16:37:00
4402,3,Windy,Heavy,2023-06-01 06:36:00
4403,14,Rainy,Light,2023-03-24 04:38:00
4404,7,Windy,Heavy,2024-05-18 22:22:00
4405,15,Snowy,Light,2022-06-24 08:14:00
4406,10,Clear,Moderate,2023-06-11 11:32:00
4407,9,Rainy,Moderate,2023-09-07 08:14:00
4408,8,Rainy,Moderate,2023-08-14 17:59:00
4409,13,Foggy,Moderate,2024-10-30 23:34:00
4410,2,Windy,Heavy,2023-01-01 17:44:00
4411,9,Clear,Light,2023-12-31 08:58:00
4412,14,Foggy,Light,2024-12-20 18:44:00
4413,4,Rainy,Light,2023-12-08 15:11:00
4414,5,Windy,Moderate,2023-05-10 08:31:00
4415,13,Foggy,Heavy,2023-11-23 19:46:00
4416,4,Rainy,Light,2022-10-24 18:55:00
4417,15,Windy,Heavy,2024-05-21 23:48:00
4418,10,Windy,Heavy,2024-04-24 08:52:00
4419,7,Rainy,Light,2024-09-11 02:26:00
4420,13,Rainy,Light,2022-01-11 06:21:00
4421,12,Snowy,Heavy,2024-06-27 09:52:00
4422,15,Clear,Moderate,2024-06-27 08:29:00
4423,10,Windy,Heavy,2021-12-28 19:38:00
4424,9,Rainy,Heavy,2023-04-27 10:45:00
4425,1,Snowy,Heavy,2022-12-20 20:11:00
4426,3,Snowy,Heavy,2022-08-31 01:34:00
4427,11,Rainy,Light,2023-05-07 23:19:00
4428,8,Foggy,Moderate,2023-02-02 06:33:00
4429,11,Rainy,Heavy,2022-12-14 20:45:00
4430,13,Clear,Light,2024-06-15 16:24:00
4431,2,Foggy,Heavy,2022-03-05 15:09:00
4432,5,Snowy,Light,2022-12-22 21:56:00
4433,15,Snowy,Heavy,2023-10-23 19:55:00
4434,6,Snowy,Moderate,2023-12-25 17:24:00
4435,13,Foggy,Heavy,2022-01-01 05:21:00
4436,7,Windy,Heavy,2022-11-11 15:30:00
4437,2,Rainy,Moderate,2022-02-22 10:59:00
4438,9,Snowy,Moderate,2022-12-27 00:32:00
4439,15,Clear,Heavy,2022-12-15 03:44:00
4440,6,Rainy,Light,2023-08-05 00:29:00
4441,15,Snowy,Heavy,2024-07-31 13:33:00
4442,8,Clear,Moderate,2024-12-08 00:34:00
4443,15,Clear,Heavy,2022-01-10 01:44:00
4444,13,Windy,Heavy,2023-01-17 18:19:00
4445,1,Foggy,Heavy,2023-06-15 19:33:00
4446,13,Clear,Light,2023-02-18 04:34:00
4447,6,Windy,Heavy,2023-12-22 11:10:00
4448,9,Foggy,Moderate,2024-01-15 11:42:00
4449,3,Snowy,Heavy,2023-12-07 06:24:00
4450,3,Rainy,Light,2024-10-27 08:31:00
4451,8,Snowy,Heavy,2022-12-15 04:31:00
4452,7,Rainy,Moderate,2024-06-02 13:13:00
4453,7,Windy,Light,2023-04-02 05:36:00
4454,15,Snowy,Heavy,2023-04-12 02:22:00
4455,6,Windy,Light,2022-02-19 18:03:00
4456,8,Rainy,Moderate,2023-07-14 18:53:00
4457,14,Clear,Moderate,2023-10-06 00:08:00
4458,13,Clear,Light,2022-12-17 21:28:00
4459,15,Rainy,Moderate,2023-09-25 19:29:00
4460,15,Clear,Moderate,2023-10-09 09:53:00
4461,9,Foggy,Heavy,2024-04-17 23:20:00
4462,1,Foggy,Moderate,2023-07-15 21:36:00
4463,6,Clear,Moderate,2023-03-15 03:54:00
4464,1,Snowy,Heavy,2022-08-11 09:31:00
4465,12,Snowy,Light,2023-10-04 18:33:00
4466,15,Foggy,Heavy,2022-12-04 12:32:00
4467,15,Windy,Moderate,2023-04-30 11:57:00
4468,12,Snowy,Light,2024-02-16 18:28:00
4469,11,Foggy,Moderate,2024-07-06 22:24:00
4470,7,Clear,Heavy,2022-06-14 08:52:00
4471,15,Snowy,Light,2024-01-23 16:12:00
4472,13,Clear,Heavy,2023-09-17 04:44:00
4473,4,Foggy,Moderate,2021-12-26 07:33:00
4474,7,Windy,Moderate,2022-02-02 06:30:00
4475,1,Foggy,Heavy,2022-11-06 16:24:00
4476,3,Rainy,Heavy,2024-11-27 20:36:00
4477,5,Windy,Moderate,2023-10-13 23:57:00
4478,3,Clear,Heavy,2022-01-09 21:01:00
4479,8,Rainy,Moderate,2022-03-12 03:09:00
4480,10,Rainy,Moderate,2022-04-01 14:09:00
4481,13,Windy,Heavy,2024-09-04 07:24:00
4482,12,Clear,Moderate,2024-06-27 13:14:00
4483,13,Clear,Light,2024-12-13 19:47:00
4484,14,Foggy,Light,2022-03-11 02:41:00
4485,9,Snowy,Light,2023-07-29 20:19:00
4486,9,Windy,Heavy,2022-03-22 15:17:00
4487,9,Windy,Light,2022-08-19 22:16:00
4488,5,Foggy,Light,2022-06-14 03:28:00
4489,14,Windy,Moderate,2023-04-22 14:10:00
4490,2,Foggy,Light,2023-08-24 22:52:00
4491,8,Snowy,Light,2023-04-27 20:51:00
4492,10,Snowy,Light,2024-09-05 15:31:00
4493,8,Clear,Moderate,2024-10-04 20:33:00
4494,5,Windy,Light,2024-05-21 01:04:00
4495,6,Windy,Heavy,2022-05-23 15:29:00
4496,2,Snowy,Moderate,2022-07-24 12:37:00
4497,8,Rainy,Heavy,2024-01-19 12:40:00
4498,14,Clear,Moderate,2022-04-25 06:15:00
4499,13,Foggy,Light,2024-02-01 15:33:00
4500,15,Foggy,Light,2023-09-29 11:56:00
4501,11,Snowy,Heavy,2024-07-15 07:09:00
4502,12,Windy,Light,2023-06-24 17:12:00
4503,12,Clear,Moderate,2024-03-20 11:37:00
4504,4,Clear,Moderate,2023-01-18 15:19:00
4505,3,Clear,Moderate,2024-08-28 08:34:00
4506,1,Windy,Heavy,2022-05-21 08:36:00
4507,2,Foggy,Light,2022-02-20 19:41:00
4508,6,Rainy,Moderate,2024-07-02 06:13:00
4509,5,Windy,Light,2024-01-18 10:22:00
4510,8,Clear,Light,2023-08-24 03:29:00
4511,4,Snowy,Light,2023-11-01 18:32:00
4512,9,Windy,Heavy,2022-04-13 14:59:00
4513,11,Windy,Heavy,2024-10-30 22:32:00
4514,14,Rainy,Heavy,2022-05-19 11:40:00
4515,2,Windy,Light,2022-12-01 21:47:00
4516,10,Clear,Light,2022-10-12 14:28:00
4517,5,Foggy,Light,2023-06-15 04:31:00
4518,3,Clear,Moderate,2022-12-29 21:37:00
4519,6,Rainy,Light,2023-02-26 15:16:00
4520,13,Foggy,Moderate,2023-07-05 17:14:00
4521,13,Snowy,Heavy,2024-03-09 06:42:00
4522,12,Windy,Heavy,2024-06-14 19:19:00
4523,8,Rainy,Heavy,2023-12-03 11:46:00
4524,11,Snowy,Heavy,2024-01-15 17:28:00
4525,10,Rainy,Heavy,2023-10-01 17:05:00
4526,1,Snowy,Light,2022-09-20 19:27:00
4527,10,Clear,Moderate,2024-01-30 13:33:00
4528,9,Foggy,Heavy,2023-02-02 12:30:00
4529,11,Foggy,Light,2023-12-01 23:29:00
4530,3,Rainy,Heavy,2022-08-08 03:56:00
4531,4,Clear,Moderate,2024-10-16 13:59:00
4532,13,Snowy,Light,2022-02-23 10:22:00
4533,2,Foggy,Heavy,2023-02-19 07:37:00
4534,6,Foggy,Heavy,2024-05-25 11:16:00
4535,8,Clear,Moderate,2022-07-04 17:09:00
4536,11,Clear,Moderate,2024-05-25 06:50:00
4537,13,Windy,Moderate,2024-03-10 03:38:00
4538,11,Windy,Heavy,2023-05-09 16:49:00
4539,10,Snowy,Moderate,2022-07-01 15:08:00
4540,5,Clear,Light,2022-05-10 21:23:00
4541,11,Foggy,Moderate,2022-11-12 10:10:00
4542,6,Clear,Moderate,2022-01-05 12:47:00
4543,6,Foggy,Light,2022-06-28 03:55:00
4544,6,Foggy,Light,2022-09-20 12:11:00
4545,15,Clear,Light,2024-01-10 07:55:00
4546,15,Rainy,Heavy,2022-03-29 04:00:00
4547,7,Foggy,Moderate,2024-03-25 05:10:00
4548,3,Windy,Light,2023-09-23 23:16:00
4549,13,Windy,Light,2022-12-22 07:39:00
4550,6,Rainy,Light,2023-09-16 02:07:00
4551,8,Foggy,Moderate,2023-06-04 03:37:00
4552,1,Windy,Light,2023-10-08 08:44:00
4553,13,Foggy,Light,2022-01-25 08:01:00
4554,9,Windy,Light,2022-09-24 21:11:00
4555,4,Rainy,Light,2022-06-14 03:47:00
4556,5,Snowy,Heavy,2023-11-23 05:48:00
4557,15,Clear,Light,2024-03-03 09:36:00
4558,13,Clear,Light,2023-08-24 14:09:00
4559,15,Rainy,Moderate,2022-01-05 07:42:00
4560,15,Foggy,Light,2024-10-09 16:44:00
4561,12,Foggy,Moderate,2023-03-18 22:49:00
4562,5,Foggy,Light,2022-06-25 09:29:00
4563,1,Windy,Heavy,2024-09-11 23:38:00
4564,5,Rainy,Heavy,2024-01-07 20:24:00
4565,13,Snowy,Moderate,2024-12-17 07:05:00
4566,7,Rainy,Light,2022-02-14 06:23:00
4567,15,Snowy,Heavy,2023-11-07 21:17:00
4568,6,Clear,Moderate,2023-03-13 19:45:00
4569,5,Clear,Heavy,2023-01-07 22:34:00
4570,15,Windy,Light,2023-03-07 14:04:00
4571,10,Snowy,Heavy,2024-10-15 06:04:00
4572,8,Foggy,Light,2024-06-11 01:59:00
4573,5,Rainy,Light,2024-07-18 14:54:00
4574,5,Foggy,Heavy,2024-04-26 20:42:00
4575,13,Windy,Light,2024-11-29 07:30:00
4576,15,Foggy,Light,2024-10-31 08:03:00
4577,12,Clear,Light,2022-10-08 19:01:00
4578,14,Snowy,Heavy,2024-09-22 06:21:00
4579,11,Clear,Light,2022-08-19 18:15:00
4580,1,Clear,Moderate,2024-03-09 16:46:00
4581,3,Snowy,Light,2024-05-19 15:05:00
4582,11,Rainy,Light,2023-07-30 19:06:00
4583,9,Foggy,Light,2023-11-10 07:32:00
4584,14,Snowy,Moderate,2024-05-08 23:25:00
4585,11,Rainy,Heavy,2023-05-28 02:06:00
4586,15,Windy,Moderate,2023-02-10 16:30:00
4587,11,Windy,Light,2022-11-13 06:56:00
4588,5,Rainy,Light,2023-01-14 20:07:00
4589,11,Foggy,Moderate,2022-04-05 03:15:00
4590,7,Windy,Moderate,2022-04-02 21:57:00
4591,11,Clear,Heavy,2024-10-02 01:28:00
4592,12,Rainy,Heavy,2023-10-03 03:26:00
4593,6,Windy,Moderate,2021-12-30 02:53:00
4594,8,Rainy,Light,2023-11-17 09:00:00
4595,1,Windy,Moderate,2023-07-08 13:11:00
4596,12,Foggy,Moderate,2024-08-28 05:25:00
4597,3,Foggy,Heavy,2024-04-10 01:19:00
4598,14,Foggy,Heavy,2022-08-24 09:47:00
4599,3,Rainy,Light,2024-06-22 20:16:00
4600,8,Rainy,Moderate,2022-09-20 05:47:00
4601,14,Windy,Light,2024-04-24 09:55:00
4602,1,Windy,Light,2024-01-10 01:35:00
4603,12,Snowy,Heavy,2024-02-25 19:06:00
4604,9,Rainy,Light,2023-12-31 08:48:00
4605,14,Foggy,Moderate,2024-03-15 15:30:00
4606,2,Foggy,Moderate,2024-06-13 13:08:00
4607,13,Foggy,Heavy,2022-01-15 20:42:00
4608,5,Rainy,Heavy,2024-05-07 11:42:00
4609,2,Rainy,Moderate,2024-10-19 06:08:00
4610,14,Rainy,Moderate,2023-05-25 18:25:00
4611,10,Rainy,Heavy,2022-04-01 15:45:00
4612,14,Snowy,Moderate,2024-01-26 15:52:00
4613,13,Clear,Heavy,2022-12-25 07:07:00
4614,6,Foggy,Moderate,2024-05-01 03:59:00
4615,7,Windy,Heavy,2024-01-14 00:57:00
4616,5,Clear,Heavy,2022-10-24 21:43:00
4617,13,Windy,Heavy,2022-03-23 18:21:00
4618,12,Windy,Moderate,2023-02-10 05:25:00
4619,7,Rainy,Heavy,2022-06-24 02:59:00
4620,3,Rainy,Heavy,2022-03-12 02:02:00
4621,15,Windy,Moderate,2023-09-26 08:53:00
4622,12,Clear,Heavy,2024-06-27 05:15:00
4623,6,Rainy,Moderate,2024-03-26 01:06:00
4624,13,Foggy,Moderate,2023-05-03 17:54:00
4625,1,Clear,Moderate,2022-02-15 07:18:00
4626,4,Clear,Light,2022-07-17 09:29:00
4627,1,Rainy,Heavy,2022-07-27 12:07:00
4628,5,Rainy,Moderate,2024-07-06 19:28:00
4629,14,Foggy,Heavy,2022-11-21 07:30:00
4630,4,Rainy,Light,2023-09-13 14:20:00
4631,3,Windy,Light,2024-06-27 04:59:00
4632,9,Windy,Heavy,2023-12-06 16:20:00
4633,3,Foggy,Moderate,2024-02-14 00:12:00
4634,13,Clear,Heavy,2024-02-22 22:04:00
4635,14,Windy,Light,2023-04-17 11:59:00
4636,13,Rainy,Light,2023-12-19 16:01:00
4637,4,Clear,Heavy,2024-10-02 08:23:00
4638,15,Snowy,Moderate,2024-01-24 08:55:00
4639,7,Snowy,Light,2023-03-31 15:09:00
4640,8,Clear,Light,2023-09-06 19:11:00
4641,6,Rainy,Heavy,2023-08-31 19:51:00
