ShipmentID,ProviderID,CustomerID,OriginLocationID,DestinationLocationID,ShipmentStatus,DeliveryStatus,ShipmentDate,DeliveryDate
3917,4,2973,15,9,Delivered,Completed,2024-11-13,2024-12-01
3918,4,566,6,1,Pending,Delayed,2023-01-27,2023-02-10
3919,1,4842,7,8,In-Transit,Returned,2024-10-12,2024-10-29
3920,4,4931,5,11,Delivered,Completed,2022-12-12,2022-12-22
3921,1,4396,15,7,Pending,Returned,2022-07-10,2022-07-30
3922,3,1445,5,6,In-Transit,Canceled,2022-03-02,2022-03-17
3923,4,1540,1,11,Pending,Delayed,2022-09-28,2022-10-15
3924,2,4964,1,7,Delivered,Completed,2022-05-18,2022-05-24
3925,3,2822,12,3,Pending,Delayed,2022-08-17,2022-09-03
3926,2,3708,8,11,Pending,Returned,2024-07-31,2024-08-15
3927,5,3370,14,2,In-Transit,Returned,2023-03-22,2023-03-26
3928,4,1260,7,8,Pending,Returned,2023-11-18,2023-12-05
3929,4,4538,1,6,In-Transit,Delayed,2024-07-25,2024-08-03
3930,1,1266,1,10,Delivered,Completed,2023-08-04,2023-08-10
3931,5,4257,3,13,In-Transit,Returned,2024-07-22,2024-07-27
3932,4,817,9,10,Pending,Returned,2023-10-08,2023-10-15
3933,3,3975,8,12,In-Transit,Returned,2022-01-02,2022-01-11
3934,5,1633,14,15,Pending,Canceled,2023-03-14,2023-03-30
3935,5,3595,8,7,Pending,Returned,2024-03-31,2024-04-04
3936,2,4830,10,5,Delivered,Completed,2022-05-23,2022-06-07
3937,5,3092,1,13,Delivered,Completed,2023-10-10,2023-10-23
3938,3,3722,7,10,Pending,Canceled,2024-11-09,2024-11-15
3939,1,2665,7,9,Pending,Delayed,2022-10-09,2022-10-18
3940,1,4653,12,1,In-Transit,Returned,2022-08-23,2022-08-31
3941,1,1583,6,4,Pending,Delayed,2023-06-10,2023-06-15
3942,5,4515,13,3,In-Transit,Returned,2023-06-09,2023-06-26
3943,3,2271,12,15,In-Transit,Delayed,2023-06-09,2023-06-29
3944,3,585,10,14,In-Transit,Returned,2024-01-25,2024-02-13
3945,1,2321,14,5,In-Transit,Canceled,2024-02-23,2024-03-10
3946,4,960,9,2,Pending,Returned,2023-05-01,2023-05-11
3947,5,734,10,8,Delivered,Completed,2024-02-14,2024-03-07
3948,5,4658,11,3,Delivered,Completed,2024-07-26,2024-08-03
3949,3,3038,11,8,Delivered,Completed,2023-05-03,2023-05-25
3950,2,3371,9,1,Delivered,Completed,2024-04-15,2024-04-27
3951,1,3363,2,15,Delivered,Completed,2022-04-05,2022-04-13
3952,5,3265,10,8,Pending,Canceled,2024-01-10,2024-01-28
3953,2,4670,13,14,Pending,Delayed,2024-12-06,2024-12-13
3954,1,2840,15,5,Delivered,Completed,2022-08-19,2022-09-07
3955,5,4772,7,12,In-Transit,Delayed,2024-11-24,2024-12-15
3956,5,1038,4,10,In-Transit,Delayed,2023-01-16,2023-01-26
3957,2,495,5,6,In-Transit,Returned,2024-04-03,2024-04-22
3958,5,3305,1,5,Delivered,Completed,2022-01-05,2022-01-22
3959,4,38,12,1,Delivered,Completed,2022-01-13,2022-01-19
3960,4,3990,5,4,Pending,Returned,2023-02-11,2023-02-18
3961,1,4354,2,8,Pending,Delayed,2023-01-26,2023-02-17
3962,3,1542,5,13,Pending,Delayed,2022-03-22,2022-04-10
3963,1,3336,6,13,Delivered,Completed,2023-08-21,2023-08-28
3964,3,613,7,4,In-Transit,Delayed,2023-10-10,2023-10-23
3965,1,3862,11,14,Delivered,Completed,2023-05-06,2023-05-26
3966,4,2992,6,13,In-Transit,Canceled,2022-09-30,2022-10-08
3967,4,2904,15,4,In-Transit,Canceled,2022-11-22,2022-12-10
3968,3,3060,5,13,Delivered,Completed,2023-03-08,2023-03-24
3969,4,599,2,5,In-Transit,Delayed,2022-01-06,2022-01-14
3970,4,3466,7,11,Delivered,Completed,2024-08-12,2024-08-20
3971,1,3767,3,12,In-Transit,Delayed,2022-01-30,2022-02-14
3972,3,556,10,4,Pending,Returned,2023-02-21,2023-03-07
3973,4,2222,1,5,In-Transit,Delayed,2022-06-15,2022-06-19
3974,4,3657,15,8,Pending,Canceled,2023-08-02,2023-08-07
3975,2,57,1,5,In-Transit,Returned,2024-08-10,2024-08-17
3976,1,1483,12,14,Pending,Canceled,2022-04-27,2022-05-09
3977,1,3774,2,9,In-Transit,Canceled,2024-10-04,2024-10-09
3978,4,2041,2,14,Pending,Returned,2022-12-21,2022-12-31
3979,2,3033,7,13,In-Transit,Delayed,2022-09-27,2022-10-02
3980,5,2253,6,5,Delivered,Completed,2024-02-04,2024-02-08
3981,1,477,14,1,In-Transit,Canceled,2024-01-16,2024-01-23
3982,1,1085,15,1,Delivered,Completed,2024-12-19,2025-01-01
3983,3,1144,14,10,Pending,Returned,2024-03-24,2024-04-03
3984,2,1618,9,13,Delivered,Completed,2024-07-04,2024-07-12
3985,4,3631,5,4,Delivered,Completed,2022-07-22,2022-08-07
3986,2,2148,7,1,Pending,Returned,2024-07-12,2024-07-24
3987,3,2700,6,5,Delivered,Completed,2024-11-16,2024-11-24
3988,2,4214,2,11,Pending,Canceled,2024-11-29,2024-12-17
3989,3,3750,7,3,Delivered,Completed,2024-08-11,2024-08-27
3990,1,3056,10,5,Pending,Delayed,2023-07-01,2023-07-14
3991,4,4571,5,7,Delivered,Completed,2022-01-19,2022-01-29
3992,2,1665,8,1,Pending,Canceled,2024-02-01,2024-02-14
3993,2,2414,12,15,Pending,Canceled,2024-01-05,2024-01-27
3994,4,3297,12,13,In-Transit,Delayed,2021-12-27,2022-01-17
3995,2,4259,10,14,In-Transit,Delayed,2023-08-28,2023-09-02
3996,4,3393,11,4,Pending,Canceled,2024-06-21,2024-07-04
3997,1,3714,11,8,In-Transit,Delayed,2022-04-30,2022-05-04
3998,5,4542,1,6,In-Transit,Returned,2022-06-08,2022-06-22
3999,5,4711,12,3,In-Transit,Canceled,2022-07-29,2022-08-11
4000,3,3865,14,12,In-Transit,Returned,2022-07-02,2022-07-18
4001,1,564,6,13,In-Transit,Canceled,2022-09-29,2022-10-05
4002,1,4042,11,9,Delivered,Completed,2023-12-24,2024-01-07
4003,4,112,7,2,Pending,Canceled,2023-12-14,2024-01-04
4004,5,1677,6,13,In-Transit,Canceled,2023-05-20,2023-06-11
4005,4,3086,10,11,Delivered,Completed,2023-01-27,2023-02-08
4006,4,1030,8,5,Delivered,Completed,2022-09-19,2022-10-02
4007,1,4447,14,4,In-Transit,Canceled,2022-10-31,2022-11-06
4008,2,1279,10,9,Pending,Canceled,2022-10-02,2022-10-18
4009,5,3832,2,9,In-Transit,Delayed,2022-07-24,2022-07-29
4010,4,3197,4,13,In-Transit,Delayed,2022-01-21,2022-02-06
4011,5,959,15,3,Delivered,Completed,2024-03-20,2024-04-03
4012,2,2334,8,13,In-Transit,Returned,2022-08-09,2022-08-21
4013,3,2705,8,4,Pending,Canceled,2022-05-05,2022-05-23
4014,3,3436,7,6,Delivered,Completed,2022-11-22,2022-12-08
4015,5,1660,2,9,Delivered,Completed,2023-02-09,2023-02-24
4016,4,3164,2,1,In-Transit,Canceled,2023-04-29,2023-05-18
4017,2,3023,8,11,Delivered,Completed,2024-04-20,2024-04-28
4018,3,4577,12,1,In-Transit,Canceled,2024-02-20,2024-03-13
4019,2,4436,9,10,Pending,Returned,2023-02-25,2023-03-04
4020,5,235,13,5,Pending,Canceled,2024-10-10,2024-10-31
4021,2,2034,11,2,Delivered,Completed,2024-09-25,2024-10-11
4022,5,3641,7,14,Pending,Returned,2023-04-26,2023-05-17
4023,1,487,10,1,Delivered,Completed,2023-12-30,2024-01-15
4024,5,4107,6,15,In-Transit,Returned,2023-11-22,2023-11-26
4025,1,1215,9,10,Delivered,Completed,2024-05-12,2024-06-01
4026,3,3653,12,10,Pending,Delayed,2023-11-25,2023-12-10
4027,5,4157,12,11,In-Transit,Delayed,2023-09-03,2023-09-23
4028,4,1726,10,6,Delivered,Completed,2022-08-01,2022-08-10
4029,4,1033,4,8,Pending,Canceled,2023-04-18,2023-05-05
4030,5,2079,14,12,Pending,Returned,2024-10-12,2024-11-02
4031,1,980,9,13,Pending,Returned,2024-02-29,2024-03-07
4032,1,3466,12,4,In-Transit,Canceled,2022-05-30,2022-06-17
4033,3,1507,11,10,Delivered,Completed,2024-06-08,2024-06-18
4034,2,2339,3,2,Delivered,Completed,2024-02-28,2024-03-03
4035,3,2031,13,2,Delivered,Completed,2022-06-22,2022-07-09
4036,4,4765,3,6,Delivered,Completed,2024-04-17,2024-04-30
4037,4,581,2,1,Pending,Delayed,2022-11-07,2022-11-13
4038,4,2969,1,2,Pending,Canceled,2024-04-12,2024-05-03
4039,2,1803,15,10,Pending,Delayed,2023-12-30,2024-01-07
4040,3,4383,7,14,Pending,Returned,2022-10-19,2022-11-02
4041,5,1898,8,12,In-Transit,Canceled,2024-05-29,2024-06-12
4042,1,3356,9,12,In-Transit,Delayed,2023-08-31,2023-09-15
4043,5,2979,11,9,Pending,Canceled,2022-10-07,2022-10-18
4044,4,3518,3,15,Pending,Canceled,2024-08-22,2024-09-02
4045,4,3822,3,14,Delivered,Completed,2024-05-21,2024-06-06
4046,5,1549,11,13,Delivered,Completed,2022-04-08,2022-04-22
4047,4,432,14,4,Pending,Canceled,2023-02-01,2023-02-22
4048,3,4280,11,3,In-Transit,Canceled,2022-01-03,2022-01-12
4049,4,4005,1,6,Delivered,Completed,2023-02-06,2023-02-22
4050,1,1310,1,5,In-Transit,Canceled,2022-06-23,2022-06-27
4051,1,3184,6,3,Delivered,Completed,2023-09-27,2023-10-13
4052,4,2655,9,12,Pending,Delayed,2022-08-18,2022-08-24
4053,5,1127,15,11,Delivered,Completed,2022-12-20,2023-01-05
4054,1,3516,6,8,Pending,Delayed,2024-03-10,2024-03-27
4055,5,4486,5,2,Delivered,Completed,2024-05-31,2024-06-06
4056,5,2628,3,12,Pending,Delayed,2023-02-05,2023-02-15
4057,1,4795,10,2,In-Transit,Canceled,2024-05-12,2024-05-17
4058,4,3138,15,8,Delivered,Completed,2022-09-07,2022-09-13
4059,4,2505,5,13,Delivered,Completed,2023-06-20,2023-06-24
4060,5,4648,11,3,Delivered,Completed,2022-04-30,2022-05-11
4061,3,3693,3,9,Pending,Canceled,2024-09-12,2024-09-23
4062,5,4307,6,10,Pending,Canceled,2022-11-29,2022-12-05
4063,4,2754,8,1,Pending,Delayed,2023-09-23,2023-10-02
4064,4,4109,1,4,Delivered,Completed,2022-09-20,2022-10-05
4065,3,3864,15,7,Pending,Returned,2022-01-16,2022-01-22
4066,3,3533,4,5,In-Transit,Returned,2024-02-12,2024-03-02
4067,1,4149,14,7,Pending,Canceled,2021-12-31,2022-01-04
4068,3,4023,3,11,Delivered,Completed,2024-01-08,2024-01-22
4069,2,439,10,12,Pending,Delayed,2023-08-08,2023-08-12
4070,5,3761,8,5,Delivered,Completed,2023-01-10,2023-01-18
4071,2,2476,2,5,Delivered,Completed,2023-12-01,2023-12-12
4072,5,2104,9,11,In-Transit,Returned,2024-02-11,2024-02-23
4073,1,314,13,9,Delivered,Completed,2023-02-15,2023-02-24
4074,4,4419,2,15,In-Transit,Delayed,2023-09-17,2023-09-27
4075,5,4130,1,10,Delivered,Completed,2022-06-25,2022-07-04
4076,1,2843,6,15,Pending,Canceled,2024-11-14,2024-12-02
4077,2,265,9,4,Pending,Delayed,2023-02-19,2023-03-09
4078,3,3214,15,13,Pending,Returned,2024-08-13,2024-09-03
4079,1,2761,11,14,Pending,Delayed,2022-07-26,2022-08-10
4080,4,1981,6,7,Delivered,Completed,2022-05-06,2022-05-28
4081,3,324,6,8,Pending,Delayed,2023-06-29,2023-07-15
4082,2,3055,15,13,Delivered,Completed,2023-04-30,2023-05-17
4083,4,3786,1,8,Pending,Canceled,2024-10-30,2024-11-09
4084,5,2832,6,11,Delivered,Completed,2023-11-20,2023-11-27
4085,2,141,13,5,In-Transit,Returned,2024-03-06,2024-03-25
4086,3,1387,11,14,Pending,Delayed,2023-02-26,2023-03-11
4087,5,4704,8,12,Pending,Returned,2024-11-13,2024-11-17
4088,2,156,12,9,Pending,Returned,2022-12-08,2022-12-30
4089,5,4727,2,10,Pending,Returned,2024-11-07,2024-11-27
4090,1,1137,10,7,Pending,Returned,2024-06-25,2024-07-03
4091,5,1517,6,3,Delivered,Completed,2022-07-18,2022-07-31
4092,2,2336,8,4,Delivered,Completed,2023-10-10,2023-10-19
4093,5,4087,11,12,Delivered,Completed,2022-03-28,2022-04-14
4094,5,3886,14,6,In-Transit,Delayed,2023-09-01,2023-09-16
4095,3,4387,9,15,Pending,Delayed,2024-04-14,2024-05-05
4096,5,1416,14,3,In-Transit,Returned,2022-08-27,2022-09-04
4097,4,2213,10,5,Delivered,Completed,2023-06-27,2023-07-05
4098,4,4065,14,7,In-Transit,Returned,2023-08-18,2023-08-22
4099,5,1997,1,15,Delivered,Completed,2022-10-15,2022-11-02
4100,3,662,14,4,In-Transit,Canceled,2023-02-11,2023-02-17
4101,4,3995,13,2,In-Transit,Returned,2023-11-23,2023-12-07
4102,2,1733,10,3,Delivered,Completed,2024-08-30,2024-09-19
4103,4,3111,6,1,In-Transit,Returned,2024-12-11,2024-12-21
4104,5,315,11,3,In-Transit,Canceled,2024-03-06,2024-03-16
4105,2,2315,8,4,Delivered,Completed,2022-08-06,2022-08-10
4106,3,1500,9,1,In-Transit,Canceled,2022-01-31,2022-02-21
4107,2,3320,8,9,Pending,Canceled,2024-11-16,2024-11-23
4108,3,3939,2,9,In-Transit,Delayed,2022-06-25,2022-07-16
4109,5,4834,2,4,In-Transit,Returned,2024-03-30,2024-04-12
4110,5,1255,2,4,In-Transit,Returned,2022-04-14,2022-05-05
4111,5,4328,6,15,Delivered,Completed,2024-06-06,2024-06-25
4112,3,1978,8,5,In-Transit,Canceled,2024-09-04,2024-09-13
4113,3,148,6,5,Delivered,Completed,2022-06-12,2022-07-04
4114,2,578,6,14,In-Transit,Delayed,2024-08-30,2024-09-18
4115,3,3133,5,8,Pending,Canceled,2022-11-01,2022-11-09
4116,1,377,14,15,In-Transit,Canceled,2023-02-27,2023-03-05
4117,5,2484,6,2,In-Transit,Canceled,2022-12-19,2023-01-02
4118,2,199,8,9,Pending,Delayed,2022-02-23,2022-03-08
4119,4,572,12,6,Delivered,Completed,2024-02-18,2024-02-22
4120,1,4135,7,4,In-Transit,Returned,2023-08-02,2023-08-13
4121,2,3098,5,7,Delivered,Completed,2023-03-10,2023-03-26
4122,4,3476,2,6,Pending,Canceled,2022-03-03,2022-03-24
4123,2,3641,5,1,Pending,Canceled,2022-12-29,2023-01-11
4124,1,4491,1,5,Delivered,Completed,2023-08-06,2023-08-23
4125,3,4936,3,14,Delivered,Completed,2023-04-29,2023-05-03
4126,1,2240,5,8,In-Transit,Delayed,2022-11-06,2022-11-19
4127,4,4756,5,10,Pending,Returned,2022-09-09,2022-09-22
4128,3,4765,14,3,Pending,Returned,2022-01-04,2022-01-21
4129,5,4905,10,11,Delivered,Completed,2024-06-16,2024-06-27
4130,1,1703,2,4,In-Transit,Returned,2022-04-26,2022-04-30
4131,1,3775,1,10,Pending,Returned,2024-04-28,2024-05-11
4132,3,2484,15,4,Pending,Returned,2022-12-21,2023-01-05
4133,5,2670,2,3,In-Transit,Delayed,2024-01-23,2024-02-07
4134,3,558,8,5,In-Transit,Canceled,2022-04-09,2022-04-28
4135,5,660,4,2,Pending,Canceled,2023-07-27,2023-08-07
4136,1,1480,2,1,Pending,Returned,2022-10-20,2022-11-08
4137,1,3272,9,14,Pending,Delayed,2022-03-06,2022-03-19
4138,5,2729,14,12,In-Transit,Returned,2022-10-09,2022-10-14
4139,2,560,6,12,Pending,Delayed,2023-10-05,2023-10-09
4140,4,83,1,11,Pending,Returned,2023-12-21,2024-01-02
4141,3,4094,4,5,Delivered,Completed,2022-06-11,2022-06-21
4142,1,4104,4,2,Delivered,Completed,2023-07-31,2023-08-09
4143,2,4817,14,12,Pending,Canceled,2023-07-24,2023-07-28
4144,2,4059,2,1,Pending,Returned,2024-04-11,2024-04-26
4145,3,759,2,11,Delivered,Completed,2022-12-28,2023-01-04
4146,5,4490,12,3,Delivered,Completed,2024-10-19,2024-10-31
4147,2,1301,2,5,Delivered,Completed,2023-05-23,2023-06-06
4148,4,323,9,6,In-Transit,Delayed,2024-01-16,2024-01-20
4149,5,820,1,5,In-Transit,Delayed,2022-03-19,2022-04-01
4150,1,3582,2,15,Delivered,Completed,2023-04-26,2023-05-07
4151,3,2137,9,7,Pending,Delayed,2023-04-15,2023-04-27
4152,4,3066,3,1,Delivered,Completed,2022-11-17,2022-12-04
4153,1,1967,1,2,Pending,Delayed,2024-11-12,2024-11-27
4154,2,1563,2,1,Delivered,Completed,2023-09-15,2023-09-28
4155,5,4595,1,11,In-Transit,Returned,2023-11-06,2023-11-11
4156,1,3787,12,13,Pending,Returned,2023-05-06,2023-05-15
4157,4,4484,3,15,Delivered,Completed,2023-05-21,2023-06-03
4158,2,3857,13,14,In-Transit,Canceled,2022-10-02,2022-10-12
4159,5,1648,13,4,Delivered,Completed,2022-01-07,2022-01-14
4160,5,1257,4,2,In-Transit,Returned,2024-11-04,2024-11-18
4161,1,338,4,13,Delivered,Completed,2023-01-27,2023-02-01
4162,5,13,9,14,Pending,Returned,2022-12-07,2022-12-27
4163,5,616,5,14,Delivered,Completed,2024-09-13,2024-09-27
4164,4,572,2,9,Delivered,Completed,2024-03-17,2024-03-24
4165,4,4631,4,2,In-Transit,Canceled,2021-12-27,2022-01-15
4166,4,660,13,1,Delivered,Completed,2023-02-20,2023-03-13
4167,3,3055,15,2,Delivered,Completed,2023-01-21,2023-02-10
4168,3,2694,4,3,In-Transit,Returned,2023-05-20,2023-06-03
4169,5,3225,4,11,Delivered,Completed,2023-05-23,2023-06-09
4170,3,4779,10,1,Delivered,Completed,2022-05-07,2022-05-13
4171,3,2719,5,4,Delivered,Completed,2023-01-05,2023-01-13
4172,2,989,4,13,In-Transit,Delayed,2024-09-04,2024-09-22
4173,3,4754,6,10,In-Transit,Delayed,2022-04-25,2022-04-29
4174,5,3462,14,3,Delivered,Completed,2024-05-15,2024-06-03
4175,1,1030,11,3,Delivered,Completed,2022-07-27,2022-08-10
4176,3,403,5,1,Pending,Delayed,2024-07-15,2024-07-25
4177,3,1384,12,9,In-Transit,Delayed,2022-02-19,2022-03-08
4178,1,2565,6,8,In-Transit,Returned,2022-07-14,2022-07-24
4179,3,2701,3,10,Delivered,Completed,2024-01-01,2024-01-05
4180,3,4441,8,2,In-Transit,Canceled,2022-01-27,2022-01-31
4181,1,1450,13,14,Pending,Canceled,2022-09-20,2022-10-11
4182,3,4348,7,9,Pending,Canceled,2023-03-09,2023-03-22
4183,1,1068,11,7,Pending,Returned,2022-07-27,2022-08-05
4184,1,3867,12,13,Delivered,Completed,2023-10-25,2023-11-05
4185,1,1404,14,9,In-Transit,Canceled,2022-03-04,2022-03-10
4186,1,4945,6,13,In-Transit,Delayed,2024-10-10,2024-10-15
4187,3,302,3,2,Delivered,Completed,2023-03-19,2023-04-08
4188,3,1437,11,1,Delivered,Completed,2024-04-19,2024-05-01
4189,3,1667,13,14,Delivered,Completed,2023-06-08,2023-06-17
4190,3,4394,1,15,In-Transit,Delayed,2024-12-16,2025-01-01
4191,5,805,10,13,Pending,Returned,2023-10-01,2023-10-21
4192,3,2538,1,12,Delivered,Completed,2024-01-03,2024-01-18
4193,5,2263,4,8,Pending,Delayed,2023-08-08,2023-08-13
4194,4,1045,9,2,Pending,Delayed,2022-09-29,2022-10-14
4195,2,691,13,12,Pending,Returned,2023-08-26,2023-09-10
4196,4,2587,10,9,In-Transit,Delayed,2023-03-09,2023-03-16
4197,4,2106,13,5,Pending,Canceled,2024-11-15,2024-12-05
4198,3,3154,15,9,Pending,Delayed,2024-06-25,2024-07-13
4199,4,4041,10,4,Delivered,Completed,2022-01-14,2022-01-27
4200,2,862,8,12,Delivered,Completed,2022-06-10,2022-06-24
4201,5,2749,4,15,Pending,Returned,2024-07-13,2024-07-25
4202,1,2224,13,9,Pending,Delayed,2022-09-13,2022-09-25
4203,3,1680,6,15,In-Transit,Canceled,2022-12-08,2022-12-18
4204,1,2029,11,10,Delivered,Completed,2023-04-30,2023-05-19
4205,3,1655,9,12,In-Transit,Delayed,2024-12-11,2024-12-22
4206,1,3130,1,5,Delivered,Completed,2022-05-07,2022-05-25
4207,2,2073,12,5,In-Transit,Delayed,2022-11-02,2022-11-06
4208,2,2863,10,1,In-Transit,Delayed,2024-02-19,2024-03-07
4209,4,1095,14,8,In-Transit,Canceled,2023-02-05,2023-02-16
4210,2,2706,6,2,Delivered,Completed,2023-09-28,2023-10-07
4211,2,1704,12,11,In-Transit,Canceled,2024-04-16,2024-04-20
4212,4,4880,11,8,In-Transit,Delayed,2022-01-19,2022-02-02
4213,2,1785,1,10,Pending,Delayed,2022-11-06,2022-11-16
4214,3,2255,3,13,In-Transit,Returned,2024-12-17,2025-01-05
4215,5,2514,9,3,Pending,Canceled,2022-08-22,2022-09-13
4216,5,1527,7,12,Delivered,Completed,2023-10-11,2023-10-30
4217,3,460,13,15,Pending,Canceled,2024-06-23,2024-07-09
4218,4,1266,5,2,In-Transit,Returned,2023-09-03,2023-09-16
4219,4,2940,11,5,Delivered,Completed,2022-01-27,2022-02-18
4220,5,3832,6,2,Pending,Canceled,2024-06-06,2024-06-10
4221,4,2138,1,11,Delivered,Completed,2022-05-20,2022-06-03
4222,4,3927,15,6,Pending,Delayed,2022-03-15,2022-03-28
4223,1,3502,14,9,Delivered,Completed,2023-05-26,2023-05-31
4224,2,1168,7,12,Delivered,Completed,2023-09-30,2023-10-15
4225,3,4824,14,5,In-Transit,Returned,2022-10-09,2022-10-19
4226,2,2062,8,3,Pending,Canceled,2022-12-02,2022-12-09
4227,4,2390,7,8,Delivered,Completed,2024-02-28,2024-03-09
4228,5,1588,1,9,Delivered,Completed,2022-07-04,2022-07-17
4229,4,4920,9,4,In-Transit,Delayed,2022-10-03,2022-10-09
4230,2,2979,9,10,In-Transit,Canceled,2022-10-06,2022-10-14
4231,3,4239,11,5,Delivered,Completed,2022-02-23,2022-02-28
4232,3,2797,7,3,In-Transit,Returned,2024-03-16,2024-04-03
4233,3,2246,13,10,Delivered,Completed,2022-12-28,2023-01-14
4234,4,181,8,10,In-Transit,Canceled,2022-08-20,2022-08-27
4235,2,3613,10,7,In-Transit,Returned,2022-06-27,2022-07-17
4236,2,3129,1,2,Pending,Delayed,2022-03-07,2022-03-11
4237,1,1687,10,9,Pending,Returned,2023-02-22,2023-03-12
4238,4,108,5,1,Pending,Delayed,2023-06-16,2023-06-30
4239,5,1372,4,3,In-Transit,Returned,2023-07-03,2023-07-25
4240,5,2065,12,6,In-Transit,Canceled,2022-03-20,2022-04-04
4241,4,235,12,6,Pending,Delayed,2023-10-11,2023-11-02
4242,1,3794,2,6,Pending,Returned,2022-11-29,2022-12-14
4243,5,4831,5,15,Pending,Delayed,2023-09-30,2023-10-20
4244,1,3027,13,15,Pending,Canceled,2024-08-25,2024-09-02
4245,3,4849,14,15,Delivered,Completed,2023-07-19,2023-07-27
4246,4,3848,1,12,Pending,Canceled,2024-02-20,2024-03-01
4247,2,772,14,13,Pending,Delayed,2023-12-22,2024-01-10
4248,1,2177,11,14,In-Transit,Delayed,2022-07-11,2022-07-15
4249,3,2675,1,6,Pending,Delayed,2022-12-17,2022-12-31
4250,4,35,14,10,Pending,Canceled,2022-05-05,2022-05-22
4251,2,191,10,15,Delivered,Completed,2023-08-09,2023-08-31
4252,3,521,13,1,In-Transit,Canceled,2023-07-21,2023-07-31
4253,1,3589,10,2,Pending,Returned,2022-12-16,2022-12-28
4254,4,1715,11,10,Delivered,Completed,2022-10-08,2022-10-17
4255,5,3648,4,10,Delivered,Completed,2024-06-27,2024-07-10
4256,1,2610,9,2,Pending,Returned,2023-06-19,2023-06-24
4257,4,2078,9,12,Pending,Canceled,2024-10-10,2024-10-18
4258,1,962,13,15,Pending,Canceled,2023-01-08,2023-01-29
4259,2,4473,4,9,Delivered,Completed,2024-11-15,2024-11-21
4260,3,229,14,12,Pending,Returned,2022-09-29,2022-10-14
4261,5,4736,5,1,In-Transit,Delayed,2022-01-31,2022-02-04
4262,1,2385,8,5,Delivered,Completed,2024-06-19,2024-07-11
4263,3,2104,14,7,In-Transit,Delayed,2023-03-18,2023-03-31
4264,3,2594,1,6,Delivered,Completed,2024-05-23,2024-06-07
4265,4,3153,7,5,Delivered,Completed,2022-04-29,2022-05-09
4266,2,4542,12,10,In-Transit,Delayed,2024-12-19,2025-01-03
4267,1,3694,1,2,In-Transit,Delayed,2024-02-25,2024-03-18
4268,2,1209,10,12,Delivered,Completed,2024-04-05,2024-04-18
4269,1,3819,13,2,Delivered,Completed,2024-10-10,2024-10-17
4270,1,1613,1,4,In-Transit,Canceled,2022-11-12,2022-11-22
4271,3,725,11,1,Pending,Canceled,2022-01-21,2022-02-01
4272,4,832,1,15,In-Transit,Canceled,2022-03-25,2022-04-12
4273,4,1201,1,6,Pending,Canceled,2023-04-28,2023-05-20
4274,3,1725,7,3,Delivered,Completed,2024-02-29,2024-03-13
4275,3,3920,9,10,Pending,Delayed,2023-04-09,2023-05-01
4276,2,4484,12,15,In-Transit,Delayed,2022-03-12,2022-03-17
4277,1,2881,4,7,Delivered,Completed,2024-11-16,2024-12-04
4278,4,133,6,8,Pending,Delayed,2022-09-26,2022-09-30
4279,1,1651,7,4,Pending,Canceled,2022-11-29,2022-12-05
4280,3,4148,13,5,Pending,Returned,2024-11-16,2024-12-05
4281,5,2844,4,12,Delivered,Completed,2024-02-27,2024-03-10
4282,4,1793,2,9,Delivered,Completed,2024-08-19,2024-08-26
4283,3,1233,2,4,Delivered,Completed,2023-11-29,2023-12-17
4284,4,66,4,6,In-Transit,Returned,2023-09-04,2023-09-24
4285,5,1455,6,13,Pending,Canceled,2023-12-28,2024-01-19
4286,4,4357,5,7,Delivered,Completed,2023-03-17,2023-03-24
4287,4,421,7,9,In-Transit,Delayed,2022-05-10,2022-05-22
4288,5,2739,2,9,In-Transit,Returned,2024-02-19,2024-02-29
4289,5,720,2,15,Pending,Delayed,2022-04-19,2022-05-11
4290,2,2607,9,7,Delivered,Completed,2024-10-11,2024-10-27
4291,4,3569,12,2,Pending,Canceled,2023-10-25,2023-11-05
4292,4,4068,1,2,Delivered,Completed,2024-09-18,2024-09-30
4293,1,4853,6,3,In-Transit,Canceled,2022-04-29,2022-05-20
4294,2,2526,4,14,In-Transit,Canceled,2022-07-30,2022-08-18
4295,4,2424,14,12,In-Transit,Canceled,2022-06-11,2022-06-29
4296,1,2331,3,8,Pending,Delayed,2023-01-25,2023-02-05
4297,5,3167,3,15,Pending,Returned,2023-11-24,2023-11-29
4298,1,2067,15,3,In-Transit,Delayed,2023-08-20,2023-08-28
4299,3,3398,13,2,Delivered,Completed,2022-12-31,2023-01-11
4300,5,1410,3,13,Pending,Delayed,2024-07-28,2024-08-02
4301,2,5,11,2,Pending,Delayed,2024-01-20,2024-02-03
4302,1,2376,1,5,Delivered,Completed,2023-06-26,2023-07-10
4303,4,4171,10,11,In-Transit,Canceled,2023-12-28,2024-01-13
4304,2,1816,13,14,In-Transit,Returned,2022-10-29,2022-11-16
4305,5,3815,10,6,Pending,Canceled,2022-03-23,2022-04-09
4306,4,4421,11,1,Delivered,Completed,2023-09-23,2023-10-11
4307,3,216,14,1,Delivered,Completed,2023-05-07,2023-05-11
4308,3,3117,2,5,Delivered,Completed,2022-09-10,2022-09-17
4309,5,4772,10,14,Delivered,Completed,2023-10-06,2023-10-15
4310,5,4648,4,1,In-Transit,Delayed,2022-04-01,2022-04-21
4311,4,4191,15,9,In-Transit,Canceled,2024-08-08,2024-08-14
